Site,Structure_ID,Lab_ID,Material,Species,Individual_ID,C13_Delta,N15_Delta,C14_Age,C14_SD,calCurve,Period,Culture,Reference
Pedras Grandes,NA,OxA-36001,Bone,Homo sapiens,MG638.0005.1,19.1,9.1,4812,28,intcal20,Neolithic,Megalithism ,Silva et al. 2021
Anta da Bola de Cera,NA,ICEN-66,Bone,NA,NA,NA,NA,4360,50,intcal20,Chalcolithic,Megalithism ,"Soares e Cabral, 1993"
Sala n° 1,Level 6,ICEN-444,Bone,NA,NA,NA,NA,4490,100,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
Sala n° 1,Level 5,ICEN-445,Bone,NA,NA,NA,NA,4490,80,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
Sala n° 1,Level 4,ICEN-447,Bone,NA,NA,NA,NA,4490,100,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
Sala n° 1,Level 3,ICEN-448,Bone,NA,NA,NA,NA,4140,110,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
S. Brás 1,Context with metallurgy,ICEN-44,Charcoal,NA,NA,NA,NA,4410,140,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
S. Brás 1,Context with metallurgy,ICEN-43,Charcoal,NA,NA,NA,NA,4480,60,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
Monte da Tumba,"Phase 1, without metallurgy",UGRA-236,Charcoal,NA,NA,NA,NA,4550,150,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
Monte da Tumba,"Phase 1, without metallurgy",ICEN-115,Charcoal,NA,NA,NA,NA,4340,35,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
Monte da Tumba,"Phase 1, without metallurgy",ICEN-144,Charcoal,NA,NA,NA,NA,4390,50,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
Monte da Tumba,"Phase 1, without metallurgy",UGRA-172,Charcoal,NA,NA,NA,NA,4540,90,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
Monte da Tumba,"Phase 1, without metallurgy",ICEN-116,Charcoal,NA,NA,NA,NA,4400,80,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
Monte da Tumba,"Phase 1, without metallurgy",UGRA-234,Charcoal,NA,NA,NA,NA,4280,100,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
Monte da Tumba,"Phase 1, without metallurgy",ICEN-113,Charcoal,NA,NA,NA,NA,4220,120,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
Monte da Tumba,"Phase 1, without metallurgy",ICEN-117,Charcoal,NA,NA,NA,NA,4180,30,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
Monte da Tumba,"Phase 2, with metallurgy",ICEN-131,Charcoal,NA,NA,NA,NA,4310,110,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
Cerro do Castelo de Santa Justa,Beginning of the settlement,UGRA-131,Charcoal,NA,NA,NA,NA,4390,150,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
Cerro do Castelo de Santa Justa,Beginning of the settlement,UGRA-90,Charcoal,NA,NA,NA,NA,4310,170,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
Cerro do Castelo de Santa Justa,Beginning of the settlement,UGRA-91,Charcoal,NA,NA,NA,NA,4100,140,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
Cerro do Castelo de Santa Justa,Beginning of the settlement,UGRA-75,Charcoal,NA,NA,NA,NA,3990,130,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
Cerro do Castelo de Santa Justa,Beginning of the settlement,UGRA-77,Charcoal,NA,NA,NA,NA,3960,180,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
Cerro do Castelo de Santa Justa,Settlement in plain activity,UGRA-76,Burned seeds,NA,NA,NA,NA,3920,130,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
Cerro do Castelo de Santa Justa,Settlement in plain activity,Ly-3230,Burned seeds,NA,NA,NA,NA,4400,140,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
Cerro do Castelo de Santa Justa,Settlement in plain activity,Ly-3229,Burned seeds,NA,NA,NA,NA,4250,110,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
Cerro do Castelo de Santa Justa,Settlement in plain activity,UGRA-86,Charcoal,NA,NA,NA,NA,3910,120,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
Cerro do Castelo de Santa Justa,Settlement in plain activity,UGRA-85,Charcoal,NA,NA,NA,NA,3890,130,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
Porto Torrão,"Layer 3, pre-ceramic, same sample as ICEN-55",ICEN-56,Bone,NA,NA,NA,NA,4300,80,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
Porto Torrão,"Layer 3, pre-ceramic, same sample as ICEN-56",ICEN-55,Bone,NA,NA,NA,NA,4290,50,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
Porto Torrão,"Layer 1, ceramic, same sample as ICEN-6-",ICEN-61,Bone,NA,NA,NA,NA,4230,60,intcal20,Chalcolithic,Bell Beaker,"Soares e Cabral, 1993"
Porto Torrão,"Layer 1, ceramic, same sample as ICEN-61",ICEN-60,Bone,NA,NA,NA,NA,4200,70,intcal20,Chalcolithic,Bell Beaker,"Soares e Cabral, 1993"
Povoado do Escoural,NA,ICEN-609,Bone,NA,NA,NA,NA,4260,90,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
Povoado do Escoural,NA,ICEN-608,Bone,NA,NA,NA,NA,4120,100,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
Povoado do Escoural,NA,ICEN-611,Bone,NA,NA,NA,NA,4010,90,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
Povoado do Escoural,NA,ICEN-610,Bone,NA,NA,NA,NA,3940,90,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
ETAR (Vila Nova de Milfontes),NA,ICEN-726,Shell,Monodonta sp.,NA,NA,NA,4120,60,marine20,Chalcolithic,NA,"Soares e Cabral, 1993"
Tholos de A-dos-Tassos,NA,Sa-199,Charcoal,NA,NA,NA,NA,3320,200,intcal20,Chalcolithic,NA,"Soares e Cabral, 1993"
